index,category_1,category_2,counts,date,week_no
10889,Persons,Under 1 year,58,2016-09-23,38
10890,Persons,Under 1 year,53,2016-09-30,39
10891,Persons,Under 1 year,57,2016-10-07,40
10892,Persons,Under 1 year,72,2016-10-14,41
10893,Persons,Under 1 year,50,2016-10-21,42
10894,Persons,Under 1 year,58,2016-10-28,43
10895,Persons,Under 1 year,52,2016-11-04,44
10896,Persons,Under 1 year,54,2016-11-11,45
10897,Persons,Under 1 year,57,2016-11-18,46
10898,Persons,Under 1 year,49,2016-11-25,47
10899,Persons,Under 1 year,58,2016-12-02,48
10900,Persons,Under 1 year,57,2016-12-09,49
10901,Persons,Under 1 year,72,2016-12-16,50
10902,Persons,Under 1 year,56,2016-12-23,51
10903,Persons,Under 1 year,41,2016-12-30,52
10904,Persons,01-14,17,2016-01-08,1
10905,Persons,01-14,24,2016-01-15,2
10906,Persons,01-14,18,2016-01-22,3
10907,Persons,01-14,14,2016-01-29,4
10908,Persons,01-14,22,2016-02-05,5
10909,Persons,01-14,21,2016-02-12,6
10910,Persons,01-14,22,2016-02-19,7
10911,Persons,01-14,20,2016-02-26,8
10912,Persons,01-14,21,2016-03-04,9
10913,Persons,01-14,22,2016-03-11,10
10914,Persons,01-14,22,2016-03-18,11
10915,Persons,01-14,18,2016-03-25,12
10916,Persons,01-14,15,2016-04-01,13
10917,Persons,01-14,15,2016-04-08,14
10918,Persons,01-14,18,2016-04-15,15
10919,Persons,01-14,24,2016-04-22,16
10920,Persons,01-14,22,2016-04-29,17
10921,Persons,01-14,23,2016-05-06,18
10922,Persons,01-14,19,2016-05-13,19
10923,Persons,01-14,21,2016-05-20,20
10924,Persons,01-14,19,2016-05-27,21
10925,Persons,01-14,19,2016-06-03,22
10926,Persons,01-14,21,2016-06-10,23
10927,Persons,01-14,22,2016-06-17,24
10928,Persons,01-14,15,2016-06-24,25
10929,Persons,01-14,13,2016-07-01,26
10930,Persons,01-14,18,2016-07-08,27
10931,Persons,01-14,15,2016-07-15,28
10932,Persons,01-14,18,2016-07-22,29
10933,Persons,01-14,15,2016-07-29,30
10934,Persons,01-14,19,2016-08-05,31
10935,Persons,01-14,15,2016-08-12,32
10936,Persons,01-14,17,2016-08-19,33
10937,Persons,01-14,16,2016-08-26,34
10938,Persons,01-14,14,2016-09-02,35
10939,Persons,01-14,23,2016-09-09,36
10940,Persons,01-14,15,2016-09-16,37
10941,Persons,01-14,15,2016-09-23,38
10942,Persons,01-14,15,2016-09-30,39
10943,Persons,01-14,21,2016-10-07,40
10944,Persons,01-14,14,2016-10-14,41
10945,Persons,01-14,21,2016-10-21,42
10946,Persons,01-14,16,2016-10-28,43
10947,Persons,01-14,21,2016-11-04,44
10948,Persons,01-14,15,2016-11-11,45
10949,Persons,01-14,26,2016-11-18,46
10950,Persons,01-14,26,2016-11-25,47
10951,Persons,01-14,15,2016-12-02,48
10952,Persons,01-14,28,2016-12-09,49
10953,Persons,01-14,22,2016-12-16,50
10954,Persons,01-14,16,2016-12-23,51
10955,Persons,01-14,7,2016-12-30,52
10956,Persons,15-44,299,2016-01-08,1
10957,Persons,15-44,326,2016-01-15,2
10958,Persons,15-44,345,2016-01-22,3
10959,Persons,15-44,324,2016-01-29,4
10960,Persons,15-44,314,2016-02-05,5
10961,Persons,15-44,331,2016-02-12,6
10962,Persons,15-44,305,2016-02-19,7
10963,Persons,15-44,267,2016-02-26,8
10964,Persons,15-44,318,2016-03-04,9
10965,Persons,15-44,273,2016-03-11,10
10966,Persons,15-44,295,2016-03-18,11
10967,Persons,15-44,247,2016-03-25,12
10968,Persons,15-44,264,2016-04-01,13
10969,Persons,15-44,306,2016-04-08,14
10970,Persons,15-44,311,2016-04-15,15
10971,Persons,15-44,319,2016-04-22,16
10972,Persons,15-44,327,2016-04-29,17
10973,Persons,15-44,348,2016-05-06,18
10974,Persons,15-44,308,2016-05-13,19
10975,Persons,15-44,328,2016-05-20,20
10976,Persons,15-44,326,2016-05-27,21
10977,Persons,15-44,214,2016-06-03,22
10978,Persons,15-44,268,2016-06-10,23
10979,Persons,15-44,255,2016-06-17,24
10980,Persons,15-44,295,2016-06-24,25
10981,Persons,15-44,303,2016-07-01,26
10982,Persons,15-44,287,2016-07-08,27
10983,Persons,15-44,279,2016-07-15,28
10984,Persons,15-44,282,2016-07-22,29
10985,Persons,15-44,312,2016-07-29,30
10986,Persons,15-44,276,2016-08-05,31
10987,Persons,15-44,277,2016-08-12,32
10988,Persons,15-44,276,2016-08-19,33
10989,Persons,15-44,241,2016-08-26,34
10990,Persons,15-44,228,2016-09-02,35
10991,Persons,15-44,283,2016-09-09,36
10992,Persons,15-44,265,2016-09-16,37
10993,Persons,15-44,264,2016-09-23,38
10994,Persons,15-44,297,2016-09-30,39
10995,Persons,15-44,275,2016-10-07,40
10996,Persons,15-44,272,2016-10-14,41
10997,Persons,15-44,276,2016-10-21,42
10998,Persons,15-44,271,2016-10-28,43
10999,Persons,15-44,281,2016-11-04,44
11000,Persons,15-44,278,2016-11-11,45
11001,Persons,15-44,355,2016-11-18,46
11002,Persons,15-44,284,2016-11-25,47
11003,Persons,15-44,345,2016-12-02,48
11004,Persons,15-44,310,2016-12-09,49
11005,Persons,15-44,281,2016-12-16,50
11006,Persons,15-44,339,2016-12-23,51
11007,Persons,15-44,178,2016-12-30,52
11008,Persons,45-64,1482,2016-01-08,1
11009,Persons,45-64,1363,2016-01-15,2
11010,Persons,45-64,1293,2016-01-22,3
11011,Persons,45-64,1322,2016-01-29,4
11012,Persons,45-64,1281,2016-02-05,5
11013,Persons,45-64,1356,2016-02-12,6
11014,Persons,45-64,1333,2016-02-19,7
11015,Persons,45-64,1294,2016-02-26,8
11016,Persons,45-64,1328,2016-03-04,9
11017,Persons,45-64,1340,2016-03-11,10
11018,Persons,45-64,1358,2016-03-18,11
11019,Persons,45-64,1148,2016-03-25,12
11020,Persons,45-64,1184,2016-04-01,13
11021,Persons,45-64,1327,2016-04-08,14
11022,Persons,45-64,1312,2016-04-15,15
11023,Persons,45-64,1292,2016-04-22,16
11024,Persons,45-64,1301,2016-04-29,17
11025,Persons,45-64,1075,2016-05-06,18
11026,Persons,45-64,1277,2016-05-13,19
11027,Persons,45-64,1149,2016-05-20,20
11028,Persons,45-64,1185,2016-05-27,21
11029,Persons,45-64,963,2016-06-03,22
11030,Persons,45-64,1181,2016-06-10,23
11031,Persons,45-64,1195,2016-06-17,24
11032,Persons,45-64,1161,2016-06-24,25
11033,Persons,45-64,1192,2016-07-01,26
11034,Persons,45-64,1176,2016-07-08,27
11035,Persons,45-64,1153,2016-07-15,28
11036,Persons,45-64,1115,2016-07-22,29
11037,Persons,45-64,1074,2016-07-29,30
11038,Persons,45-64,1171,2016-08-05,31
11039,Persons,45-64,1183,2016-08-12,32
11040,Persons,45-64,1078,2016-08-19,33
11041,Persons,45-64,1104,2016-08-26,34
11042,Persons,45-64,968,2016-09-02,35
11043,Persons,45-64,1161,2016-09-09,36
11044,Persons,45-64,1170,2016-09-16,37
11045,Persons,45-64,1132,2016-09-23,38
11046,Persons,45-64,1151,2016-09-30,39
11047,Persons,45-64,1115,2016-10-07,40
11048,Persons,45-64,1145,2016-10-14,41
11049,Persons,45-64,1158,2016-10-21,42
11050,Persons,45-64,1239,2016-10-28,43
11051,Persons,45-64,1186,2016-11-04,44
11052,Persons,45-64,1279,2016-11-11,45
11053,Persons,45-64,1225,2016-11-18,46
11054,Persons,45-64,1226,2016-11-25,47
11055,Persons,45-64,1191,2016-12-02,48
11056,Persons,45-64,1266,2016-12-09,49
11057,Persons,45-64,1219,2016-12-16,50
11058,Persons,45-64,1253,2016-12-23,51
11059,Persons,45-64,849,2016-12-30,52
11060,Persons,65-74,2179,2016-01-08,1
11061,Persons,65-74,1925,2016-01-15,2
11062,Persons,65-74,1831,2016-01-22,3
11063,Persons,65-74,1859,2016-01-29,4
11064,Persons,65-74,1779,2016-02-05,5
11065,Persons,65-74,1826,2016-02-12,6
11066,Persons,65-74,1720,2016-02-19,7
11067,Persons,65-74,1774,2016-02-26,8
11068,Persons,65-74,1864,2016-03-04,9
11069,Persons,65-74,1755,2016-03-11,10
11070,Persons,65-74,1781,2016-03-18,11
11071,Persons,65-74,1567,2016-03-25,12
11072,Persons,65-74,1698,2016-04-01,13
11073,Persons,65-74,1941,2016-04-08,14
11074,Persons,65-74,1927,2016-04-15,15
11075,Persons,65-74,1816,2016-04-22,16
11076,Persons,65-74,1694,2016-04-29,17
11077,Persons,65-74,1490,2016-05-06,18
11078,Persons,65-74,1768,2016-05-13,19
11079,Persons,65-74,1686,2016-05-20,20
11080,Persons,65-74,1681,2016-05-27,21
11081,Persons,65-74,1445,2016-06-03,22
11082,Persons,65-74,1613,2016-06-10,23
11083,Persons,65-74,1604,2016-06-17,24
11084,Persons,65-74,1549,2016-06-24,25
11085,Persons,65-74,1570,2016-07-01,26
11086,Persons,65-74,1552,2016-07-08,27
11087,Persons,65-74,1634,2016-07-15,28
11088,Persons,65-74,1586,2016-07-22,29
11089,Persons,65-74,1567,2016-07-29,30
11090,Persons,65-74,1542,2016-08-05,31
11091,Persons,65-74,1552,2016-08-12,32
11092,Persons,65-74,1610,2016-08-19,33
11093,Persons,65-74,1577,2016-08-26,34
11094,Persons,65-74,1415,2016-09-02,35
11095,Persons,65-74,1562,2016-09-09,36
11096,Persons,65-74,1583,2016-09-16,37
11097,Persons,65-74,1548,2016-09-23,38
11098,Persons,65-74,1549,2016-09-30,39
11099,Persons,65-74,1647,2016-10-07,40
11100,Persons,65-74,1633,2016-10-14,41
11101,Persons,65-74,1652,2016-10-21,42
11102,Persons,65-74,1567,2016-10-28,43
11103,Persons,65-74,1723,2016-11-04,44
11104,Persons,65-74,1709,2016-11-11,45
11105,Persons,65-74,1703,2016-11-18,46
11106,Persons,65-74,1716,2016-11-25,47
11107,Persons,65-74,1752,2016-12-02,48
11108,Persons,65-74,1808,2016-12-09,49
11109,Persons,65-74,1675,2016-12-16,50
11110,Persons,65-74,1927,2016-12-23,51
11111,Persons,65-74,1269,2016-12-30,52
11112,Persons,75-84,3727,2016-01-08,1
11113,Persons,75-84,3283,2016-01-15,2
11114,Persons,75-84,3327,2016-01-22,3
11115,Persons,75-84,3147,2016-01-29,4
11116,Persons,75-84,3181,2016-02-05,5
11117,Persons,75-84,3058,2016-02-12,6
11118,Persons,75-84,2982,2016-02-19,7
11119,Persons,75-84,3127,2016-02-26,8
11120,Persons,75-84,3180,2016-03-04,9
11121,Persons,75-84,3171,2016-03-11,10
11122,Persons,75-84,3070,2016-03-18,11
11123,Persons,75-84,2713,2016-03-25,12
11124,Persons,75-84,2992,2016-04-01,13
11125,Persons,75-84,3238,2016-04-08,14
11126,Persons,75-84,3166,2016-04-15,15
11127,Persons,75-84,3085,2016-04-22,16
11128,Persons,75-84,2927,2016-04-29,17
11129,Persons,75-84,2583,2016-05-06,18
11130,Persons,75-84,2994,2016-05-13,19
11131,Persons,75-84,2855,2016-05-20,20
11132,Persons,75-84,2697,2016-05-27,21
11133,Persons,75-84,2253,2016-06-03,22
11134,Persons,75-84,2875,2016-06-10,23
11135,Persons,75-84,2703,2016-06-17,24
11136,Persons,75-84,2659,2016-06-24,25
11137,Persons,75-84,2573,2016-07-01,26
11138,Persons,75-84,2567,2016-07-08,27
11139,Persons,75-84,2649,2016-07-15,28
11140,Persons,75-84,2638,2016-07-22,29
11141,Persons,75-84,2641,2016-07-29,30
11142,Persons,75-84,2588,2016-08-05,31
11143,Persons,75-84,2557,2016-08-12,32
11144,Persons,75-84,2624,2016-08-19,33
11145,Persons,75-84,2680,2016-08-26,34
11146,Persons,75-84,2233,2016-09-02,35
11147,Persons,75-84,2659,2016-09-09,36
11148,Persons,75-84,2628,2016-09-16,37
11149,Persons,75-84,2564,2016-09-23,38
11150,Persons,75-84,2506,2016-09-30,39
11151,Persons,75-84,2641,2016-10-07,40
11152,Persons,75-84,2746,2016-10-14,41
11153,Persons,75-84,2724,2016-10-21,42
11154,Persons,75-84,2800,2016-10-28,43
11155,Persons,75-84,2833,2016-11-04,44
11156,Persons,75-84,2954,2016-11-11,45
11157,Persons,75-84,2992,2016-11-18,46
11158,Persons,75-84,3062,2016-11-25,47
11159,Persons,75-84,2961,2016-12-02,48
11160,Persons,75-84,3176,2016-12-09,49
11161,Persons,75-84,2943,2016-12-16,50
11162,Persons,75-84,3170,2016-12-23,51
11163,Persons,75-84,2294,2016-12-30,52
11164,Persons,85+,5292,2016-01-08,1
11165,Persons,85+,4512,2016-01-15,2
11166,Persons,85+,4606,2016-01-22,3
11167,Persons,85+,4599,2016-01-29,4
11168,Persons,85+,4405,2016-02-05,5
11169,Persons,85+,4502,2016-02-12,6
11170,Persons,85+,4175,2016-02-19,7
11171,Persons,85+,4516,2016-02-26,8
11172,Persons,85+,4533,2016-03-04,9
11173,Persons,85+,4390,2016-03-11,10
11174,Persons,85+,4434,2016-03-18,11
11175,Persons,85+,3878,2016-03-25,12
11176,Persons,85+,4079,2016-04-01,13
11177,Persons,85+,4719,2016-04-08,14
11178,Persons,85+,4617,2016-04-15,15
11179,Persons,85+,4324,2016-04-22,16
11180,Persons,85+,4098,2016-04-29,17
11181,Persons,85+,3559,2016-05-06,18
11182,Persons,85+,4218,2016-05-13,19
11183,Persons,85+,3853,2016-05-20,20
11184,Persons,85+,3767,2016-05-27,21
11185,Persons,85+,2980,2016-06-03,22
11186,Persons,85+,3857,2016-06-10,23
11187,Persons,85+,3556,2016-06-17,24
11188,Persons,85+,3625,2016-06-24,25
11189,Persons,85+,3530,2016-07-01,26
11190,Persons,85+,3489,2016-07-08,27
11191,Persons,85+,3603,2016-07-15,28
11192,Persons,85+,3650,2016-07-22,29
11193,Persons,85+,3683,2016-07-29,30
11194,Persons,85+,3524,2016-08-05,31
11195,Persons,85+,3520,2016-08-12,32
11196,Persons,85+,3423,2016-08-19,33
11197,Persons,85+,3652,2016-08-26,34
11198,Persons,85+,3020,2016-09-02,35
11199,Persons,85+,3661,2016-09-09,36
11200,Persons,85+,3406,2016-09-16,37
11201,Persons,85+,3364,2016-09-23,38
11202,Persons,85+,3422,2016-09-30,39
11203,Persons,85+,3531,2016-10-07,40
11204,Persons,85+,3835,2016-10-14,41
11205,Persons,85+,3887,2016-10-21,42
11206,Persons,85+,3773,2016-10-28,43
11207,Persons,85+,4056,2016-11-04,44
11208,Persons,85+,4178,2016-11-11,45
11209,Persons,85+,4332,2016-11-18,46
11210,Persons,85+,4239,2016-11-25,47
11211,Persons,85+,4116,2016-12-02,48
11212,Persons,85+,4578,2016-12-09,49
11213,Persons,85+,4316,2016-12-16,50
11214,Persons,85+,4725,2016-12-23,51
11215,Persons,85+,3364,2016-12-30,52
11216,Males,Under 1 year,31,2016-01-08,1
11217,Males,Under 1 year,36,2016-01-15,2
11218,Males,Under 1 year,32,2016-01-22,3
11219,Males,Under 1 year,25,2016-01-29,4
11220,Males,Under 1 year,35,2016-02-05,5
11221,Males,Under 1 year,36,2016-02-12,6
11222,Males,Under 1 year,27,2016-02-19,7
11223,Males,Under 1 year,34,2016-02-26,8
11224,Males,Under 1 year,22,2016-03-04,9
11225,Males,Under 1 year,27,2016-03-11,10
11226,Males,Under 1 year,31,2016-03-18,11
11227,Males,Under 1 year,32,2016-03-25,12
11228,Males,Under 1 year,26,2016-04-01,13
11229,Males,Under 1 year,34,2016-04-08,14
11230,Males,Under 1 year,32,2016-04-15,15
11231,Males,Under 1 year,40,2016-04-22,16
11232,Males,Under 1 year,22,2016-04-29,17
11233,Males,Under 1 year,34,2016-05-06,18
11234,Males,Under 1 year,36,2016-05-13,19
11235,Males,Under 1 year,34,2016-05-20,20
11236,Males,Under 1 year,36,2016-05-27,21
11237,Males,Under 1 year,16,2016-06-03,22
11238,Males,Under 1 year,28,2016-06-10,23
11239,Males,Under 1 year,28,2016-06-17,24
11240,Males,Under 1 year,29,2016-06-24,25
11241,Males,Under 1 year,26,2016-07-01,26
11242,Males,Under 1 year,30,2016-07-08,27
11243,Males,Under 1 year,33,2016-07-15,28
11244,Males,Under 1 year,37,2016-07-22,29
11245,Males,Under 1 year,20,2016-07-29,30
11246,Males,Under 1 year,29,2016-08-05,31
11247,Males,Under 1 year,37,2016-08-12,32
11248,Males,Under 1 year,26,2016-08-19,33
11249,Males,Under 1 year,23,2016-08-26,34
11250,Males,Under 1 year,21,2016-09-02,35
11251,Males,Under 1 year,30,2016-09-09,36
11252,Males,Under 1 year,27,2016-09-16,37
11253,Males,Under 1 year,30,2016-09-23,38
11254,Males,Under 1 year,22,2016-09-30,39
11255,Males,Under 1 year,30,2016-10-07,40
11256,Males,Under 1 year,41,2016-10-14,41
11257,Males,Under 1 year,25,2016-10-21,42
11258,Males,Under 1 year,25,2016-10-28,43
11259,Males,Under 1 year,31,2016-11-04,44
11260,Males,Under 1 year,28,2016-11-11,45
11261,Males,Under 1 year,31,2016-11-18,46
11262,Males,Under 1 year,27,2016-11-25,47
11263,Males,Under 1 year,35,2016-12-02,48
11264,Males,Under 1 year,29,2016-12-09,49
11265,Males,Under 1 year,36,2016-12-16,50
11266,Males,Under 1 year,30,2016-12-23,51
11267,Males,Under 1 year,24,2016-12-30,52
11268,Males,01-14,10,2016-01-08,1
11269,Males,01-14,14,2016-01-15,2
11270,Males,01-14,8,2016-01-22,3
11271,Males,01-14,8,2016-01-29,4
11272,Males,01-14,14,2016-02-05,5
11273,Males,01-14,12,2016-02-12,6
11274,Males,01-14,14,2016-02-19,7
11275,Males,01-14,13,2016-02-26,8
11276,Males,01-14,13,2016-03-04,9
11277,Males,01-14,10,2016-03-11,10
11278,Males,01-14,10,2016-03-18,11
11279,Males,01-14,13,2016-03-25,12
11280,Males,01-14,10,2016-04-01,13
11281,Males,01-14,7,2016-04-08,14
11282,Males,01-14,10,2016-04-15,15
11283,Males,01-14,15,2016-04-22,16
11284,Males,01-14,14,2016-04-29,17
11285,Males,01-14,15,2016-05-06,18
11286,Males,01-14,5,2016-05-13,19
11287,Males,01-14,12,2016-05-20,20
11288,Males,01-14,10,2016-05-27,21
11289,Males,01-14,9,2016-06-03,22
11290,Males,01-14,10,2016-06-10,23
11291,Males,01-14,13,2016-06-17,24
11292,Males,01-14,9,2016-06-24,25
11293,Males,01-14,9,2016-07-01,26
11294,Males,01-14,9,2016-07-08,27
11295,Males,01-14,8,2016-07-15,28
11296,Males,01-14,9,2016-07-22,29
11297,Males,01-14,8,2016-07-29,30
11298,Males,01-14,11,2016-08-05,31
11299,Males,01-14,9,2016-08-12,32
11300,Males,01-14,10,2016-08-19,33
11301,Males,01-14,4,2016-08-26,34
11302,Males,01-14,9,2016-09-02,35
11303,Males,01-14,17,2016-09-09,36
11304,Males,01-14,6,2016-09-16,37
11305,Males,01-14,11,2016-09-23,38
11306,Males,01-14,7,2016-09-30,39
11307,Males,01-14,8,2016-10-07,40
11308,Males,01-14,6,2016-10-14,41
11309,Males,01-14,9,2016-10-21,42
11310,Males,01-14,11,2016-10-28,43
11311,Males,01-14,11,2016-11-04,44
11312,Males,01-14,6,2016-11-11,45
11313,Males,01-14,18,2016-11-18,46
11314,Males,01-14,12,2016-11-25,47
11315,Males,01-14,8,2016-12-02,48
11316,Males,01-14,13,2016-12-09,49
11317,Males,01-14,16,2016-12-16,50
11318,Males,01-14,6,2016-12-23,51
11319,Males,01-14,5,2016-12-30,52
11320,Males,15-44,178,2016-01-08,1
11321,Males,15-44,221,2016-01-15,2
11322,Males,15-44,238,2016-01-22,3
11323,Males,15-44,217,2016-01-29,4
11324,Males,15-44,203,2016-02-05,5
11325,Males,15-44,203,2016-02-12,6
11326,Males,15-44,196,2016-02-19,7
11327,Males,15-44,176,2016-02-26,8
11328,Males,15-44,212,2016-03-04,9
11329,Males,15-44,172,2016-03-11,10
11330,Males,15-44,194,2016-03-18,11
11331,Males,15-44,157,2016-03-25,12
11332,Males,15-44,171,2016-04-01,13
11333,Males,15-44,201,2016-04-08,14
11334,Males,15-44,189,2016-04-15,15
11335,Males,15-44,208,2016-04-22,16
11336,Males,15-44,212,2016-04-29,17
11337,Males,15-44,249,2016-05-06,18
11338,Males,15-44,195,2016-05-13,19
11339,Males,15-44,209,2016-05-20,20
11340,Males,15-44,205,2016-05-27,21
11341,Males,15-44,128,2016-06-03,22
11342,Males,15-44,167,2016-06-10,23
11343,Males,15-44,174,2016-06-17,24
11344,Males,15-44,192,2016-06-24,25
11345,Males,15-44,204,2016-07-01,26
11346,Males,15-44,175,2016-07-08,27
11347,Males,15-44,186,2016-07-15,28
11348,Males,15-44,192,2016-07-22,29
11349,Males,15-44,203,2016-07-29,30
11350,Males,15-44,187,2016-08-05,31
11351,Males,15-44,172,2016-08-12,32
11352,Males,15-44,191,2016-08-19,33
11353,Males,15-44,157,2016-08-26,34
11354,Males,15-44,135,2016-09-02,35
11355,Males,15-44,185,2016-09-09,36
11356,Males,15-44,153,2016-09-16,37
11357,Males,15-44,173,2016-09-23,38
11358,Males,15-44,194,2016-09-30,39
11359,Males,15-44,176,2016-10-07,40
11360,Males,15-44,183,2016-10-14,41
11361,Males,15-44,178,2016-10-21,42
11362,Males,15-44,170,2016-10-28,43
11363,Males,15-44,188,2016-11-04,44
11364,Males,15-44,187,2016-11-11,45
11365,Males,15-44,250,2016-11-18,46
11366,Males,15-44,174,2016-11-25,47
11367,Males,15-44,225,2016-12-02,48
11368,Males,15-44,202,2016-12-09,49
11369,Males,15-44,180,2016-12-16,50
11370,Males,15-44,218,2016-12-23,51
11371,Males,15-44,99,2016-12-30,52
11372,Males,45-64,867,2016-01-08,1
11373,Males,45-64,812,2016-01-15,2
